id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
28549,2,0,0,2,0,0,0,100,2018,1,29,0,0,0,0,52.0,0,0
4331,2,0,0,3,0,0,0,89,2018,7,3,0,0,0,0,72.25,2,0
4663,2,0,1,3,0,0,0,211,2018,8,25,1,0,0,0,90.95,0,1
36042,1,0,0,3,0,0,0,0,2018,5,9,0,0,0,0,90.0,0,0
27862,2,0,0,3,0,0,0,14,2017,10,16,0,0,0,0,100.0,0,0
6696,2,0,0,3,0,0,0,100,2018,9,16,1,0,0,0,135.9,0,1
11157,1,0,0,1,0,0,0,95,2018,4,14,1,0,0,0,65.83,0,0
9721,3,0,0,0,0,0,1,32,2018,7,27,1,0,0,0,168.3,1,0
13928,2,1,0,1,0,0,0,16,2018,3,15,1,0,0,0,114.0,1,0
5956,2,0,1,3,0,0,0,98,2018,6,10,0,0,0,0,95.0,1,0
16142,2,0,2,1,0,0,0,85,2018,8,28,0,0,0,0,72.25,0,0
18824,2,0,1,2,0,0,0,65,2018,7,22,0,0,0,0,85.0,1,0
12884,3,0,0,2,0,0,1,112,2018,12,27,1,0,0,0,131.13,2,0
15401,2,0,0,5,0,0,0,212,2018,10,27,1,0,0,0,70.44,2,1
31113,2,1,1,2,0,0,0,77,2018,4,25,1,0,0,0,128.7,0,1
18976,2,0,2,2,2,0,1,24,2018,4,22,1,0,0,0,141.0,0,1
6849,2,0,2,1,0,0,0,130,2018,5,15,1,0,0,0,105.3,0,0
1425,1,0,1,2,2,0,0,265,2018,6,20,0,0,0,0,90.0,0,0
11864,2,0,1,3,0,0,1,18,2018,11,7,1,0,0,0,147.9,0,1
28708,2,0,1,5,0,0,0,129,2018,6,2,1,0,0,0,126.9,0,1
35264,2,0,0,3,0,0,0,304,2018,12,29,1,0,0,0,70.0,0,1
31639,2,0,1,3,0,0,1,167,2018,12,26,1,0,0,0,97.75,0,1
38564,2,0,1,4,0,0,0,210,2018,8,15,1,0,0,0,90.95,0,0
6843,1,0,0,2,0,0,1,2,2018,11,18,1,0,0,0,94.0,2,0
32275,2,0,2,1,0,0,0,138,2018,8,3,1,0,0,0,123.3,2,0
28225,2,0,1,2,0,0,2,224,2018,8,8,1,0,0,0,86.62,1,0
8572,2,0,0,2,1,0,0,99,2018,7,12,1,0,0,0,89.25,1,1
10813,2,0,1,4,0,0,0,259,2018,12,28,1,0,0,0,131.43,2,1
34343,2,0,0,3,0,0,0,259,2018,5,10,0,0,0,0,90.0,0,1
3196,2,0,0,3,1,0,0,115,2018,10,13,1,0,0,0,108.0,0,1
26613,2,0,0,1,0,0,2,133,2018,7,20,1,0,0,0,97.54,1,0
39722,1,0,1,3,0,0,1,28,2018,6,7,1,0,0,0,108.42,1,0
486,1,0,0,3,0,0,0,151,2018,1,10,0,0,0,0,71.0,0,0
370,2,0,1,2,0,0,0,119,2018,4,4,0,0,0,0,71.0,1,0
21376,2,0,2,2,1,0,0,207,2018,7,1,1,0,0,0,80.75,1,1
33551,2,0,0,5,2,0,1,42,2018,8,13,1,0,0,0,129.95,0,0
36098,2,0,0,3,0,1,0,90,2018,3,31,1,0,0,0,90.9,1,0
27654,2,1,0,1,0,0,0,14,2018,6,8,1,0,0,0,132.0,0,1
6382,1,0,0,1,0,1,0,0,2018,10,27,2,1,0,2,68.0,0,0
39631,2,0,0,2,0,0,0,305,2018,11,4,1,0,0,0,85.0,0,1
15407,2,0,1,5,0,0,0,349,2018,10,4,0,0,0,0,96.67,1,0
8837,2,0,0,1,0,0,0,171,2018,9,2,1,0,0,0,108.9,0,1
30408,2,0,2,5,0,0,0,141,2018,7,1,1,0,0,0,96.3,2,0
19622,1,0,0,3,0,0,0,42,2017,9,24,0,0,0,0,65.0,0,0
16682,2,0,0,3,0,0,0,207,2018,10,4,1,0,0,0,108.9,0,1
17257,2,0,1,2,0,0,0,50,2018,11,18,0,0,0,0,75.0,0,0
30869,2,2,0,1,0,0,3,20,2018,8,6,1,0,0,0,231.0,1,0
32872,2,0,0,1,0,0,0,151,2018,6,27,0,0,0,0,200.0,0,1
24003,2,0,1,4,1,0,0,151,2018,6,27,1,0,0,0,72.25,1,1
36748,2,0,2,6,1,0,0,151,2018,7,30,1,0,0,0,80.75,1,1
13266,1,0,0,1,0,0,0,2,2018,1,27,4,1,0,2,0.0,1,0
23112,1,0,0,3,2,0,0,257,2017,7,1,1,0,0,0,80.0,0,0
30336,1,0,0,1,0,0,0,0,2017,9,16,0,0,0,0,91.2,0,0
3632,2,0,2,2,0,0,1,71,2018,5,10,1,0,0,0,132.6,1,1
16493,2,0,1,3,0,0,0,21,2018,2,10,0,0,0,0,38.67,0,0
15893,2,0,1,3,0,0,0,55,2018,11,19,0,0,0,0,60.0,0,0
11656,2,0,2,1,2,0,0,145,2017,8,3,0,0,0,0,94.5,0,0
18522,2,0,0,2,2,0,0,346,2017,9,13,1,0,0,0,115.0,1,1
16691,2,0,0,3,0,0,0,278,2018,12,27,1,0,0,0,84.15,1,0
37434,2,0,1,2,2,0,0,74,2017,9,18,0,0,0,0,109.0,0,1
25318,2,0,1,5,0,0,0,33,2018,3,10,1,0,0,0,63.58,0,1
12663,1,0,0,1,0,0,0,65,2017,9,2,2,0,0,0,100.0,0,0
669,2,0,0,3,0,0,0,141,2018,4,22,1,0,0,0,99.3,0,0
15184,2,0,1,3,0,1,0,76,2018,8,30,0,0,0,0,89.75,1,0
32873,2,0,1,0,0,0,2,39,2018,2,12,1,0,0,0,91.13,0,1
23161,2,0,2,5,0,0,0,98,2018,10,5,1,0,0,0,135.0,2,0
41307,2,0,0,3,0,0,0,219,2018,10,3,1,0,0,0,102.85,0,1
37377,2,0,0,2,0,0,0,175,2018,8,10,1,0,0,0,143.1,0,1
34207,2,0,1,4,0,0,0,253,2018,5,4,1,0,0,0,90.0,0,1
29097,2,0,2,1,0,0,1,163,2018,9,23,1,0,0,0,126.9,0,1
11039,2,0,1,0,0,0,0,126,2017,7,16,0,0,0,0,72.25,0,0
15775,2,0,0,2,1,0,0,159,2018,8,26,1,0,0,0,94.5,1,1
20317,2,0,2,5,0,0,0,91,2018,1,1,0,0,0,0,43.43,0,0
22958,1,0,0,1,0,0,0,2,2018,3,2,0,0,0,0,55.0,0,0
37150,2,0,0,2,0,0,0,119,2018,4,6,1,0,0,0,75.0,0,0
3258,2,0,0,2,0,0,0,52,2018,9,15,0,0,0,0,130.0,0,0
34076,2,1,0,3,0,0,0,61,2018,12,8,1,0,0,0,109.8,2,0
29990,3,0,1,0,0,0,0,0,2018,1,4,0,0,0,0,122.0,0,0
13877,2,0,0,2,0,0,2,18,2018,3,11,1,0,0,0,77.1,1,0
41026,2,0,0,2,0,0,0,39,2017,8,14,0,0,0,0,101.5,0,0
25762,1,0,0,2,2,0,0,41,2017,9,4,0,0,0,0,87.0,0,0
33714,2,0,0,3,1,0,0,119,2018,6,17,1,0,0,0,85.5,1,0
11760,2,0,0,3,0,0,0,91,2017,10,17,0,0,0,0,72.25,3,0
30031,2,0,1,3,0,0,1,86,2018,10,26,0,0,0,0,90.95,1,0
36989,2,0,1,3,1,0,0,130,2018,6,29,1,0,0,0,109.65,2,0
17615,2,0,0,4,0,0,1,81,2018,5,19,1,0,0,0,132.6,0,1
24599,1,0,2,2,0,1,0,12,2017,11,6,2,1,0,2,94.0,0,0
11978,2,0,0,2,1,0,0,48,2018,4,8,0,0,0,0,80.4,0,0
19747,3,0,0,1,0,0,1,11,2018,11,5,1,0,0,0,140.0,2,0
12055,2,0,1,3,0,0,1,49,2018,5,20,0,0,0,0,90.95,1,0
37023,2,0,0,1,0,0,0,43,2017,10,13,0,0,0,0,75.0,1,0
34077,2,0,2,4,0,0,0,83,2018,3,20,0,0,0,0,59.5,0,0
11345,1,0,0,2,0,0,1,0,2017,10,17,1,0,0,0,155.0,0,0
19859,1,0,1,2,0,0,0,6,2017,10,19,0,0,0,0,90.0,0,0
31115,2,0,1,4,0,0,0,148,2018,7,25,0,0,0,0,96.9,1,0
2196,2,0,0,3,0,0,1,187,2018,9,22,0,0,0,0,90.95,0,0
4566,2,0,0,2,2,0,0,0,2017,9,21,0,0,0,0,125.7,0,0
24124,2,0,2,2,2,0,0,138,2018,8,23,1,0,0,0,147.3,1,0
31891,2,0,2,1,0,0,0,97,2018,10,30,0,0,0,0,80.75,0,0
21248,2,0,0,4,0,0,0,118,2018,5,4,1,0,0,0,90.95,1,0
31095,2,0,2,5,0,0,0,141,2018,9,11,1,0,0,0,129.6,1,1
12577,2,0,0,4,0,0,0,106,2018,4,26,1,0,0,0,91.44,0,1
15754,1,0,0,2,0,0,0,32,2017,11,13,0,0,0,0,73.0,0,0
36936,2,1,2,1,0,0,0,102,2018,7,9,1,0,0,0,130.5,0,0
22611,2,0,1,2,0,0,0,114,2017,7,1,1,0,0,0,75.0,0,0
22375,1,0,0,1,0,0,0,99,2018,2,14,2,0,0,0,81.0,0,0
8791,2,0,2,3,0,0,0,166,2018,8,5,1,0,0,0,99.45,1,1
28264,2,0,1,4,0,0,1,156,2018,8,4,1,0,0,0,116.82,1,1
39427,2,2,1,0,1,0,3,14,2018,7,4,1,0,0,0,153.0,1,0
12881,3,0,2,5,0,0,1,180,2018,8,12,1,0,0,0,130.05,0,1
20369,1,0,0,3,0,0,0,4,2018,2,18,0,0,0,0,80.0,0,0
21390,2,0,0,1,0,0,0,54,2018,11,11,0,0,0,0,75.0,0,0
11249,2,0,2,3,0,0,0,221,2018,10,21,1,0,0,0,90.95,1,0
9777,2,1,0,1,1,0,0,0,2018,8,1,1,0,0,0,139.0,2,0
5257,2,0,0,2,2,0,0,14,2017,9,15,0,0,0,0,82.0,0,0
25179,2,0,0,3,0,0,0,256,2017,9,14,0,0,0,0,76.67,0,0
35305,2,0,1,3,0,0,0,256,2018,6,15,0,0,0,0,72.25,1,0
13932,1,0,0,1,0,0,0,47,2018,3,23,1,0,0,0,76.5,0,0
5322,2,0,0,2,0,0,0,37,2018,10,13,0,0,0,0,105.0,0,1
11586,2,2,1,2,0,0,3,20,2018,2,26,1,0,0,0,174.0,1,0
29482,2,0,2,2,0,0,0,6,2017,9,20,0,0,0,0,85.0,0,0
41896,2,0,2,5,0,0,0,139,2018,7,23,1,0,0,0,99.45,1,0
38527,2,0,2,1,0,0,2,101,2018,8,20,1,0,0,0,109.83,0,1
23227,2,0,0,5,0,0,1,59,2018,4,20,1,0,0,0,113.41,0,1
12041,2,0,2,2,0,0,0,208,2018,9,3,1,0,0,0,80.75,0,1
26751,2,1,1,3,0,1,1,77,2018,7,5,1,0,0,0,156.15,1,0
33480,2,2,1,1,0,0,3,7,2018,9,12,1,0,0,0,251.5,0,1
5783,2,0,3,6,1,1,0,213,2018,8,26,1,0,0,0,68.66,1,1
4409,2,0,1,3,0,0,0,178,2018,7,20,1,0,0,0,102.3,2,1
11688,2,0,0,3,0,0,0,197,2018,10,18,1,0,0,0,112.0,1,1
37407,2,0,0,2,0,1,0,49,2018,7,8,0,0,0,0,81.25,0,0
5574,2,0,1,3,2,0,0,31,2018,11,12,1,0,0,0,120.7,1,0
16934,2,0,2,2,0,0,0,112,2018,7,22,1,0,0,0,76.5,1,0
31498,2,0,2,5,0,0,0,166,2018,8,1,1,0,0,0,107.95,0,1
41879,2,0,1,2,0,0,0,57,2018,4,10,0,0,0,0,90.67,0,0
38023,2,0,0,3,2,0,0,72,2017,9,18,0,0,0,0,108.0,0,0
36476,2,0,2,1,2,0,0,122,2018,4,27,0,0,0,0,110.24,0,0
8493,1,0,0,2,0,1,1,1,2017,9,23,1,0,0,0,68.85,0,0
40020,2,0,2,5,0,0,0,122,2018,4,28,1,0,0,0,97.33,0,0
19648,2,0,2,2,0,0,0,207,2017,8,24,1,0,0,0,76.5,3,0
37445,3,0,1,1,0,0,1,53,2018,4,2,1,0,0,0,159.3,0,1
32471,3,0,1,2,0,0,1,154,2018,7,11,1,0,0,0,139.5,0,1
18482,2,0,0,2,1,0,0,273,2018,7,17,1,0,0,0,109.0,0,1
23385,3,0,2,3,0,0,1,76,2018,5,19,1,0,0,0,150.45,0,1
38284,1,0,2,1,0,0,0,20,2018,2,28,1,0,0,0,57.83,0,0
41748,2,0,2,4,0,0,1,144,2018,8,27,1,0,0,0,118.15,0,1
41593,1,0,0,1,0,0,0,5,2018,2,23,2,1,0,2,66.0,0,0
20800,2,0,1,3,0,0,0,290,2018,12,1,1,1,1,0,73.95,0,1
26872,1,0,0,4,0,0,1,56,2018,12,7,1,0,0,0,77.86,0,1
10394,2,0,2,4,0,1,0,84,2018,7,6,1,0,0,0,135.9,0,0
39763,2,0,2,3,0,0,1,76,2018,5,13,1,0,0,0,150.45,2,1
2934,2,0,0,2,0,0,0,28,2018,5,20,0,0,0,0,100.0,0,0
10794,2,0,0,1,0,0,3,1,2018,12,2,1,0,0,0,184.0,1,0
4311,2,0,0,2,2,0,0,86,2018,9,24,0,0,0,0,120.0,0,1
14691,2,0,1,2,0,0,0,86,2018,5,2,0,0,0,0,65.0,0,0
21371,2,0,0,1,0,0,2,43,2018,1,13,1,0,0,0,86.75,0,1
26986,2,0,0,2,2,0,0,39,2017,8,20,0,0,0,0,109.0,0,0
1353,2,0,0,5,0,0,1,230,2018,9,6,1,0,0,0,137.0,0,1
12489,2,0,1,3,1,0,0,56,2018,3,20,1,0,0,0,63.75,1,0
21217,2,0,2,5,0,0,0,181,2018,8,23,1,0,0,0,99.45,0,1
5752,1,0,0,2,0,0,0,105,2017,10,12,0,0,0,0,70.0,0,1
39192,2,0,1,3,0,0,0,45,2018,8,28,0,0,0,0,85.5,2,0
24406,2,0,1,2,0,0,1,57,2018,4,1,1,0,0,0,112.2,1,1
16440,2,0,4,5,0,0,0,37,2017,12,15,1,0,0,0,92.31,3,0
3412,3,0,0,2,0,0,1,25,2018,10,27,0,0,0,0,107.0,0,0
10416,3,0,2,1,0,0,1,19,2018,11,3,1,0,0,0,130.0,1,0
19239,2,0,0,1,0,0,0,258,2018,9,29,1,0,0,0,106.2,2,0
400,1,0,1,2,0,0,0,3,2017,9,19,2,0,0,0,190.0,0,0
16043,2,0,0,3,0,0,0,37,2018,10,16,0,0,0,0,85.0,0,0
21182,2,0,0,2,0,0,1,46,2017,11,4,0,0,0,0,60.0,3,0
30255,2,1,2,3,0,0,0,63,2018,4,22,1,0,0,0,90.06,1,0
25570,2,0,2,3,0,0,0,268,2018,10,8,0,0,0,0,95.0,0,1
26205,2,0,0,2,2,0,0,161,2018,3,17,1,0,0,0,130.0,0,1
4846,2,0,1,3,0,0,0,58,2018,3,10,0,0,0,0,58.0,0,0
24386,2,1,1,0,0,0,0,68,2018,9,5,1,0,0,0,135.0,2,0
12664,3,0,2,1,0,0,1,3,2018,6,13,1,0,0,0,150.33,2,0
6554,3,0,1,2,0,0,1,64,2018,12,9,1,0,0,0,126.0,2,0
29401,2,0,0,3,0,0,0,134,2018,8,26,1,0,0,0,90.9,1,0
40334,2,0,1,3,0,0,0,91,2018,9,30,0,0,0,0,80.0,0,1
19657,2,0,1,3,0,0,1,290,2018,12,1,1,0,0,0,86.7,0,1
597,2,0,1,3,1,0,0,158,2018,7,16,1,0,0,0,103.5,0,1
1102,1,0,0,0,2,0,0,34,2017,9,10,1,0,0,0,0.0,0,0
7233,3,0,2,0,0,0,1,68,2018,11,24,1,0,0,0,126.0,2,0
35669,2,0,0,3,2,0,1,11,2018,11,3,1,0,0,0,130.0,1,0
31106,1,0,0,1,0,0,0,24,2018,9,27,2,1,0,1,40.0,0,0
519,3,0,2,0,0,0,1,14,2018,5,8,1,0,0,0,159.0,0,1
34131,3,0,2,1,0,0,1,24,2018,4,15,1,0,0,0,173.67,0,0
5263,2,2,2,1,0,0,3,16,2018,2,27,1,0,0,0,173.67,1,0
33837,2,0,0,4,0,0,1,109,2018,12,20,1,0,0,0,97.75,2,0
8419,2,0,1,2,1,0,0,164,2018,10,16,1,0,0,0,108.0,0,1
17463,2,1,1,1,0,0,0,42,2018,4,23,1,0,0,0,143.1,0,0
36496,2,0,1,3,0,0,0,247,2018,6,7,0,0,0,0,130.0,0,1
26784,2,0,2,2,2,0,0,6,2018,12,6,0,0,0,0,116.0,0,0
22995,2,0,0,2,0,0,0,160,2018,4,27,1,0,0,0,91.48,1,0
24230,2,2,2,1,0,0,3,221,2018,7,10,1,0,0,0,195.25,1,1
32694,1,0,1,2,0,0,1,108,2018,6,27,1,0,0,0,86.4,2,0
665,2,0,2,3,0,0,0,192,2017,9,25,0,0,0,0,65.0,0,0
31320,2,0,0,3,0,0,0,72,2018,6,14,0,0,0,0,95.0,0,0
13796,2,0,0,2,0,0,0,59,2018,3,17,0,0,0,0,85.0,0,0
37844,2,0,2,5,0,0,0,262,2018,9,12,1,0,0,0,100.3,0,1
29171,2,0,0,2,2,0,0,292,2018,7,21,0,0,0,0,101.5,0,1
25605,2,0,0,3,0,1,1,18,2018,5,25,1,0,0,0,148.0,0,0
28419,2,0,0,4,0,0,0,189,2018,7,8,1,0,0,0,90.95,1,0
18261,2,0,0,3,0,0,0,119,2018,4,29,0,0,0,0,71.0,1,0
36606,2,0,0,1,1,0,0,110,2018,7,13,1,0,0,0,103.5,1,0
23704,2,0,0,2,0,0,0,55,2018,7,18,0,0,0,0,79.0,0,0
39556,1,0,0,3,0,0,1,37,2018,10,13,0,0,0,0,95.0,0,0
23184,2,0,1,2,0,0,0,115,2018,8,22,1,0,0,0,77.18,1,0
7065,2,0,0,3,1,0,0,103,2018,6,21,1,0,0,0,116.1,2,0
41413,2,0,1,1,0,0,0,100,2018,9,26,0,0,0,0,80.75,0,1
2979,2,0,0,3,0,0,0,111,2017,12,3,1,0,0,0,72.25,0,1
16988,2,0,0,4,0,0,1,79,2018,4,26,1,0,0,0,120.6,0,1
13750,1,0,2,2,0,0,0,16,2018,1,28,0,0,0,0,43.0,0,0
6861,2,0,0,2,0,0,0,70,2018,11,25,0,0,0,0,75.0,0,0
8168,1,0,2,1,0,0,1,45,2018,6,18,1,0,0,0,109.49,1,0
18897,2,0,2,4,0,0,1,156,2018,6,5,1,0,0,0,116.82,1,1
32450,2,1,1,2,0,0,0,35,2018,6,28,1,0,0,0,133.1,1,0
8128,2,0,0,1,0,0,1,2,2018,7,27,1,0,0,0,166.0,2,0
29011,2,0,0,3,1,0,0,106,2018,4,27,1,0,0,0,85.0,1,1
16475,2,0,1,3,0,0,0,235,2018,12,28,1,0,0,0,73.95,2,1
20229,1,0,1,2,2,0,0,320,2018,8,18,1,0,0,0,115.0,1,0
27250,2,0,0,2,0,0,1,2,2018,5,27,1,0,0,0,176.0,0,0
41926,1,0,1,1,0,0,0,109,2018,11,7,1,0,0,0,143.1,0,0
17733,2,0,1,3,0,0,0,211,2018,8,30,1,0,0,0,90.95,0,1
15210,1,0,0,4,0,0,0,205,2018,10,20,1,0,0,0,95.5,3,0
15722,1,0,2,3,0,0,1,52,2018,3,17,1,0,0,0,104.08,1,0
37015,1,0,0,2,2,0,0,1,2017,9,9,4,0,0,0,0.0,0,0
4050,2,0,0,5,0,0,0,117,2018,12,6,0,0,0,0,110.0,0,0
33382,2,0,1,1,0,0,0,301,2018,11,18,0,0,0,0,52.0,0,1
13894,2,0,2,2,0,0,1,61,2017,12,27,0,0,0,0,60.0,0,0
16956,2,0,2,3,0,0,0,186,2018,10,1,1,0,0,0,79.66,1,0
19965,2,1,0,2,0,0,1,62,2018,4,29,1,0,0,0,113.9,2,0
6372,2,0,1,2,2,0,0,80,2017,7,16,1,0,0,0,108.0,0,1
7244,2,0,2,4,0,0,5,103,2018,5,18,1,0,0,0,198.98,1,1
5062,1,0,0,3,0,0,0,56,2018,4,22,1,0,0,0,99.9,0,1
22139,2,0,0,3,1,0,0,115,2018,5,3,0,0,0,0,76.0,1,0
27563,2,0,1,2,2,0,0,280,2018,9,19,0,0,0,0,110.0,0,1
15764,2,0,2,1,0,0,0,130,2018,7,2,1,0,0,0,114.3,1,0
23332,2,0,0,2,0,0,0,265,2018,8,24,0,0,0,0,115.0,0,1
34875,1,0,0,1,0,0,0,43,2017,10,23,1,0,0,0,0.0,2,0
25596,2,0,1,3,0,0,0,210,2017,10,8,1,0,0,0,72.75,0,0
16412,2,0,1,2,0,0,0,92,2018,3,25,0,0,0,0,100.0,0,1
26442,1,0,0,1,0,0,0,151,2018,1,2,0,0,0,0,71.0,0,0
10086,2,0,2,1,0,0,0,20,2018,9,25,0,0,0,0,85.0,0,1
26145,2,0,0,1,0,0,0,122,2017,7,27,1,0,0,0,76.5,0,1
30794,2,2,0,2,0,0,3,110,2018,10,13,1,0,0,0,190.8,1,0
19768,2,1,1,1,0,0,1,66,2018,9,5,1,0,0,0,122.0,2,0
10766,1,0,0,3,2,0,0,122,2018,3,27,0,0,0,0,86.0,0,0
25958,2,0,2,3,0,0,2,30,2018,1,15,1,0,0,0,79.88,0,0
22401,1,1,2,2,0,0,0,84,2018,8,22,1,0,0,0,134.1,0,1
7869,2,0,1,1,2,0,0,88,2017,9,5,0,0,0,0,115.0,1,0
29823,2,2,0,3,0,0,3,67,2018,4,27,1,0,0,0,185.1,0,0
5409,2,0,2,2,0,0,1,167,2018,8,20,1,0,0,0,105.3,1,1
25995,3,0,2,2,0,0,1,55,2018,7,13,1,0,0,0,130.05,2,0
34326,2,0,2,2,0,0,1,136,2018,8,14,1,0,0,0,113.05,0,1
10892,2,0,1,1,0,0,0,159,2018,12,26,1,0,0,0,85.0,2,1
3291,2,0,0,3,0,0,0,204,2018,10,5,1,0,0,0,100.0,0,1
18147,2,2,2,1,0,0,3,44,2018,5,29,1,0,0,0,207.9,2,0
15371,2,0,0,3,0,0,0,163,2018,10,26,1,0,0,0,96.3,0,1
3400,2,0,1,2,0,0,0,118,2018,6,6,0,0,0,0,110.0,1,0
35868,3,0,0,2,0,0,1,33,2018,3,4,1,0,0,0,126.0,1,0
17350,2,1,1,1,0,0,0,20,2018,9,24,1,0,0,0,169.0,0,1
2272,2,0,2,2,0,0,0,95,2018,5,15,0,0,0,0,80.75,0,0
18758,2,0,2,2,0,0,2,19,2017,12,23,1,0,0,0,77.25,1,0
14429,2,0,5,13,0,0,0,77,2017,10,7,1,0,0,0,76.5,1,0
38577,2,1,0,1,0,0,0,72,2018,4,18,1,0,0,0,115.03,2,0
33001,2,0,0,3,0,0,0,43,2018,11,17,0,0,0,0,75.0,0,0
30598,2,0,2,2,0,0,1,120,2018,10,29,1,0,0,0,104.4,1,1
25112,1,0,0,2,0,0,0,24,2017,12,18,0,0,0,0,58.0,0,0
9843,2,0,0,3,0,0,0,143,2017,8,25,0,0,0,0,100.0,0,0
16676,2,0,0,1,0,0,0,101,2018,7,11,0,0,0,0,81.25,0,0
27412,1,0,0,3,0,0,0,29,2018,11,13,2,1,0,2,65.0,1,0
37527,1,0,1,2,0,0,0,133,2018,8,25,0,0,0,0,70.0,0,1
39142,2,0,0,3,0,0,0,105,2018,9,6,0,0,0,0,118.8,1,0
11392,2,0,1,3,0,0,0,176,2018,9,8,0,0,0,0,75.0,0,1
19254,3,0,2,1,0,0,1,40,2018,3,5,1,0,0,0,126.3,1,0
17261,2,0,0,1,2,0,0,247,2018,6,6,0,0,0,0,109.0,0,0
29510,2,0,1,2,2,0,0,14,2017,9,5,0,0,0,0,113.0,2,0
27785,2,0,0,2,0,0,0,315,2018,9,30,0,0,0,0,160.0,0,0
9964,3,0,2,1,0,0,1,55,2018,9,24,1,0,0,0,142.2,2,0
10635,2,0,0,3,0,0,0,113,2017,7,12,1,0,0,0,76.5,1,0
32624,2,2,0,2,0,1,3,217,2018,8,7,1,0,0,0,177.3,0,1
35775,2,0,0,3,0,0,0,66,2018,10,25,0,0,0,0,75.0,0,0
13231,2,0,1,1,0,0,3,56,2018,6,20,1,0,0,0,156.6,1,0
2739,3,0,0,3,0,0,1,163,2018,10,5,1,0,0,0,122.4,0,0
13201,2,0,0,1,0,0,0,41,2017,12,27,0,0,0,0,65.0,0,0
21263,2,0,0,2,0,0,0,0,2017,11,11,4,1,0,10,0.0,1,0
4357,2,1,0,2,0,0,0,1,2018,2,5,1,0,0,0,159.5,0,1
28754,2,0,0,3,0,0,0,112,2018,2,14,0,0,0,0,58.0,1,0
19775,2,0,2,2,0,0,0,117,2018,7,24,1,0,0,0,77.03,1,0
6642,2,2,0,5,0,0,3,178,2018,8,31,1,0,0,0,127.62,1,1
10420,2,0,0,3,0,0,0,37,2018,10,10,0,0,0,0,105.0,1,0
20802,2,0,2,4,0,0,2,96,2018,5,22,1,0,0,0,112.01,1,0
27937,2,0,2,2,0,0,1,173,2018,7,31,1,0,0,0,114.66,1,1
17070,2,0,0,3,0,0,0,55,2018,3,31,0,0,0,0,59.5,0,0
20968,1,0,0,1,0,0,0,1,2018,11,14,2,1,0,3,65.0,1,0
17221,1,0,2,0,0,0,0,76,2018,10,15,0,0,0,0,120.0,0,1
8458,2,0,1,4,0,0,0,132,2018,9,12,1,0,0,0,100.3,0,1
5791,2,0,0,2,0,0,0,27,2017,9,29,0,0,0,0,99.2,0,0
26582,2,0,2,5,0,0,0,195,2018,7,21,1,0,0,0,90.95,0,1
1726,3,0,1,1,0,0,1,118,2018,8,1,1,0,0,0,137.7,0,0
18608,2,0,1,3,0,0,0,205,2018,7,22,1,0,0,0,90.95,0,1
19563,2,1,1,2,0,0,0,207,2018,7,28,1,0,0,0,112.5,1,0
35814,2,0,0,2,0,0,0,113,2018,4,22,1,0,0,0,96.3,0,0
36510,3,0,2,2,0,0,1,196,2018,7,30,1,0,0,0,130.05,1,1
37640,2,0,0,3,0,0,2,101,2018,5,12,0,0,0,0,80.75,0,0
40931,2,0,1,2,0,0,4,418,2018,9,26,1,0,0,0,75.0,0,1
1067,2,0,2,2,0,0,1,96,2018,5,10,1,0,0,0,132.6,0,1
23763,2,0,1,4,0,0,1,32,2017,10,26,0,0,0,0,75.0,0,0
24485,2,0,0,3,1,0,0,102,2018,10,6,1,0,0,0,108.0,1,1
11258,2,1,1,2,0,0,0,51,2018,11,18,1,0,0,0,109.8,2,0
10940,2,0,2,2,0,0,0,90,2018,4,1,0,0,0,0,80.75,0,0
16006,1,0,1,3,2,0,0,30,2018,4,6,1,0,0,0,137.78,0,0
23351,2,0,2,1,1,0,0,119,2018,6,26,1,0,0,0,85.5,0,0
28205,1,0,0,1,1,0,0,184,2018,10,4,1,0,0,0,98.1,0,0
6461,2,0,0,2,0,0,0,263,2018,10,21,0,0,0,0,110.0,0,0
19445,2,0,0,2,2,0,0,74,2017,10,18,0,0,0,0,109.0,0,0
889,2,0,1,3,0,0,1,28,2017,10,19,0,0,0,0,75.0,1,0
33734,1,0,0,2,0,0,0,22,2018,4,15,0,0,0,0,95.0,0,0
10481,2,1,0,3,0,0,0,34,2018,3,24,0,0,0,0,115.2,0,0
5153,2,0,0,1,0,0,1,29,2018,10,5,1,0,0,0,166.25,3,0
27701,2,0,0,4,0,0,0,275,2018,10,5,0,0,0,0,90.0,0,1
9850,2,0,2,3,1,0,0,125,2018,7,15,1,0,0,0,89.25,0,1
12062,2,0,0,2,0,0,0,79,2017,11,30,0,0,0,0,75.0,0,0
14496,2,0,2,2,0,0,0,73,2018,3,28,0,0,0,0,69.7,0,0
25703,2,0,1,2,0,0,0,56,2018,6,8,0,0,0,0,120.0,0,0
1909,1,0,2,1,0,0,0,2,2018,4,10,4,1,0,3,0.0,1,0
15690,2,0,2,2,0,0,0,41,2018,12,27,0,0,0,0,70.0,0,0
8353,2,0,2,5,0,0,0,125,2018,7,5,0,0,0,0,84.58,1,0
